School,Group,Description,URL,Code,Group_Code,summary
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6374 ( MIS 6374 and OPRE 6324 ) Internet of Things (3 semester credit hours) The Internet of Things (IoT) is the key to digital transformation. By 2025, more than 25 billion devices in homes, factories, oil wells, hospitals, cities, and cars will be connected to the Internet. Companies are looking for students who are skilled in developing IoT solutions that connect devices, collect, store, and analyze device data. This course provides students with knowledge of IoT components and management of IoT ecosystems. First, students will gain an understanding of digital transformation and Industry 4.0. Next, students will learn about the components of IoT (Sensors, Communication Technology, Networks, Security, Cloud, and Data Analytics). Students will also be exposed to how companies implement solutions on an IoT platform (such as AWS, Azure, or Google). Finally, students will learn about the management of IoT ecosystems in the context of a few use cases (e.g., predictive maintenance, smart transportation, healthcare, or other). (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6374,HMGT 6374,HMGT,"{""course_code"": ""HMGT 6374"", ""course_title"": ""Internet of Things"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6380 ( ACCT 6380 and MIS 6394 ) Internal Audit (3 semester credit hours) The course covers internal audit from a broad perspective that includes information technology, business processes, and accounting systems. Topics include internal auditing standards, risk assessment, governance, ethics, audit techniques, consulting and emerging internal audit issues. This is the first course leading to Internal Auditing Education Partnership (IAEP) Certificate and prepares students for the Certified Internal Auditor Exam. Students work on internal audits as part of class along with learning the latest internal audit techniques. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6380,HMGT 6380,HMGT,"{""course_code"": ""HMGT 6380"", ""course_title"": ""Internal Audit"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6390 Healthcare Capstone Practicum (3 semester credit hours) This capstone course allows students to demonstrate the technical and leadership competencies required by the degree program. Students will participate in various leadership roles, teams, and critical assignments. The course enables students to participate in a semester-long simulation, analyze cases, evaluate alternatives, make recommendations, and present those recommendations to faculty and healthcare executives. The course will cover key components of each of the nine required core classes: The American Healthcare system, Strategic Leadership, Informatics and data analysis, Negotiation and dispute resolution, Law and Policy, Operations, Quality, Healthcare Economics, and Finances. The course will also consist of peer and group evaluations. Prerequisites: ( HMGT 6311 and HMGT 6325 and HMGT 6331 and HMGT 6332 ) or department consent required. (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6390,HMGT 6390,HMGT,"{""course_code"": ""HMGT 6390"", ""course_title"": ""Healthcare Capstone Practicum"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6393 ( ACCT 6392 ) Advanced Auditing (3 semester credit hours) This course provides an in-depth study of issues related to auditing including audits of financial statements, internal audits, internal controls, operations, reporting, and compliance, as well as the use of artificial intelligence to facilitate such audits. The course covers current and emerging issues such as enterprise risk management, regulatory compliance, advanced communication techniques, audit management, best practices, sourcing, quality assessment reviews, and the use of process automation technologies to facilitate the auditing process. Class discussion and engagement will be supplemented with case studies, class discussion, and engagement with audit practitioners supplementing class instruction. Prerequisite: ACCT 6334 or (an undergraduate degree in Accounting and adequate foundation/academic performance in a corresponding area) or ACCT 6380 or HMGT 6380 . (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6393,HMGT 6393,HMGT,"{""course_code"": ""HMGT 6393"", ""course_title"": ""Advanced Auditing"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6397 Current Topics in Healthcare (3 semester credit hours) Executive Education Class. Critical analysis of the latest trends, challenges, and innovations shaping healthcare ecosystem through scholarly literature, case studies, and expert discussions that influence healthcare delivery, policy, and practice. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6397,HMGT 6397,HMGT,"{""course_code"": ""HMGT 6397"", ""course_title"": ""Current Topics in Healthcare"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6401 Negotiation and Conflict Management in Healthcare (4 semester credit hours) Executive Education Course. Develops the critical negotiating skills needed to increase personal influence and effectiveness. Topics include recognizing and leveraging sources of power in a negotiation, identifying the opposing party's interests as distinct from their position, and negotiating effectively against a stronger opponent. (4-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6401,HMGT 6401,HMGT,"{""course_code"": ""HMGT 6401"", ""course_title"": ""Negotiation and Conflict Management in Healthcare"", ""credit_hours"": ""4""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6402 Financial Management of Healthcare Organizations (4 semester credit hours) Executive Education Course. Develops the critical ability to make financial decisions that reduce risk and create economic value. Topics include how to analyze and interpret healthcare financial statements, using discounted cash flow analysis to financially evaluate major spending and investment decisions, and how to financially evaluate a proposed healthcare acquisition, partnership or joint venture. (4-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6402,HMGT 6402,HMGT,"{""course_code"": ""HMGT 6402"", ""course_title"": ""Financial Management of Healthcare Organizations"", ""credit_hours"": ""4""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6403 Medical Cost and Performance Management (4 semester credit hours) Executive Education Course. Develops powerful tools to measure and control healthcare costs and improve operating performance. Topics include identifying and controlling key cost drivers in a medical practice, determining the true cost of individual medical services, and using flexible budgeting and cost variance analysis to effectively control spending. (4-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6403,HMGT 6403,HMGT,"{""course_code"": ""HMGT 6403"", ""course_title"": ""Medical Cost and Performance Management"", ""credit_hours"": ""4""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6404 Quality and Performance Improvement in Healthcare (4 semester credit hours) Executive Education Course. Develops the knowledge and skills needed to improve the quality of both clinical and patient service processes. Topics include how to increase patient safety and create a patient-centric service culture, evaluate the efficiency and effectiveness of existing clinical processes, and identify and eliminate redundancy, bottlenecks and non-value added activities in key service processes. (4-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6404,HMGT 6404,HMGT,"{""course_code"": ""HMGT 6404"", ""course_title"": ""Quality and Performance Improvement in Healthcare"", ""credit_hours"": ""4""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6405 Healthcare Information Management and Technology (4 semester credit hours) Executive Education Course. Analyzes how clinical and administrative data is collected, organized, distributed, and used in medical decision-making. Topics include big data and the future of health analytics, the major obstacles to effectively using clinical data to create value, and the physician's role in healthcare data design and governance. (4-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6405,HMGT 6405,HMGT,"{""course_code"": ""HMGT 6405"", ""course_title"": ""Healthcare Information Management and Technology"", ""credit_hours"": ""4""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6406 Strategic Management of Healthcare Organizations (4 semester credit hours) Executive Education Course. Develops the strategic thinking skills needed to create a sustainable competitive advantage. Topics include how to critically assess a healthcare organization's competitive environment and internal strengths and weaknesses, using value chain analysis to strategically position a medical practice, and identifying a set of medical services that offers a unique patient value. (4-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6406,HMGT 6406,HMGT,"{""course_code"": ""HMGT 6406"", ""course_title"": ""Strategic Management of Healthcare Organizations"", ""credit_hours"": ""4 semester credit hours""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6407 Healthcare Policy and Regulation (4 semester credit hours) Executive Education Course. This class meets in Washington, D.C., where physicians meet with key legislators, lobbyists, and administrators to study the complex process by which healthcare legislation makes its way through Congress, explore the role of lobbyists and the media in shaping Congressional and public opinion on health policy issues, and learn how the administrative bureaucracy transforms legislation into statutory law. (4-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6407,HMGT 6407,HMGT,"{""course_code"": ""HMGT 6407"", ""course_title"": ""Healthcare Policy and Regulation"", ""credit_hours"": ""4""}"
Naveen Jindal School of Management,Healthcare Administration,"HMGT 6408 Competencies of Effective Leaders (4 semester credit hours) Executive Education Course. Discusses the key skills and competencies that healthcare leaders, including physicians, need to develop to be successful in their leadership role. Topics include how emotional intelligence and motivational needs influence leadership success, making effective use of the levers of power and personal influence, and communicating a vision and motivating people. (4-0) T",https://catalog.utdallas.edu/2025/graduate/courses/hmgt6408,HMGT 6408,HMGT,"{""course_code"": ""HMGT 6408"", ""course_title"": ""Competencies of Effective Leaders"", ""credit_hours"": ""4 semester credit hours""}"
